사용월,호선명,지하철역,04시-05시 하차인원,05시-06시 하차인원,06시-07시 하차인원,07시-08시 하차인원,08시-09시 하차인원,09시-10시 하차인원,10시-11시 하차인원,11시-12시 하차인원,12시-13시 하차인원,13시-14시 하차인원,14시-15시 하차인원,15시-16시 하차인원,16시-17시 하차인원,17시-18시 하차인원,18시-19시 하차인원,19시-20시 하차인원,20시-21시 하차인원,21시-22시 하차인원,22시-23시 하차인원,23시-24시 하차인원,00시-01시 하차인원,01시-02시 하차인원,02시-03시 하차인원,03시-04시 하차인원
201905,6호선,고려대(종암),1,1094,7159,14056,39350,19942,25580,14824,14200,16770,13407,13830,14782,19668,28481,24818,15220,15468,15335,12884,3573,71,0,0
201905,6호선,공덕,0,2207,10426,37922,113137,51830,26646,22097,22533,23722,22365,23382,24906,32351,46057,34417,20400,19315,18817,12847,6132,660,0,0
201905,6호선,광흥창(서강),0,1686,6221,20101,44271,21921,13726,11558,11783,13018,12504,13438,14495,17638,24323,20266,13548,12082,11676,8099,2244,1,0,0
201905,6호선,구산,0,230,2524,9904,7676,6386,6216,7099,7789,8314,9667,10528,14206,15505,21067,22049,12946,10102,10546,7507,2729,3,0,0
201905,6호선,녹사평(용산구청),0,451,4758,10650,16180,9781,8072,8347,10549,10999,11695,11300,13729,15844,21155,16644,9841,7776,6623,4987,1675,0,0,0
201905,6호선,대흥(서강대앞),1,1166,4892,18201,46015,24046,23494,15309,16200,18153,15324,13678,16365,18534,26630,19393,11754,10949,11110,8350,2532,6,0,0
201905,6호선,독바위,0,309,1160,1943,3356,4359,4333,3473,3372,3818,3858,4770,6034,7601,11139,11774,7056,7318,7122,4882,1974,0,0,0
201905,6호선,돌곶이,0,990,4690,7356,20005,13887,10107,9782,11141,12184,11706,13848,16222,20499,28367,26354,16632,14459,15087,10319,3839,0,0,0
201905,6호선,동묘앞,0,964,5001,11709,33146,25082,19915,20584,20574,22642,22607,20636,19967,19144,19847,15895,10621,9977,10625,11675,3145,74,0,0
201905,6호선,디지털미디어시티,2,2583,11193,31837,80729,35168,16453,13336,15695,17519,17186,18825,22508,27457,40324,35356,21400,21531,19935,13725,5220,566,0,0
201905,6호선,마포구청,2,2602,9152,16781,40846,22255,14466,14221,17156,19500,18141,20510,24922,29503,42086,35533,25123,23284,23413,16063,5098,3,0,0
201905,6호선,망원,0,1073,5749,10047,34243,31246,21682,21467,27770,28978,31185,30359,36589,39054,52035,44053,24415,19342,20498,13032,3670,0,0,0
201905,6호선,버티고개,0,267,1522,3086,6470,3929,2853,2508,2631,3337,3514,4193,4548,5343,7192,6511,4448,4084,3930,3146,983,0,0,0
201905,6호선,보문,0,931,3882,9899,21207,12589,9241,8295,8489,9828,9455,10535,11963,14761,22705,19908,14033,13243,15181,10640,3870,0,0,0
201905,6호선,봉화산(서울의료원),0,1442,4684,7876,13185,8556,7679,8042,9796,11817,11990,15097,17440,23551,34659,36987,22383,20379,21709,13688,4870,751,0,0
201905,6호선,불광,0,520,2072,4803,8431,8507,7313,8000,8816,9247,9517,9611,11257,12980,19068,16232,9646,7406,8405,5625,1904,0,0,0
201905,6호선,삼각지,0,916,6232,14030,27913,13186,9107,8449,9154,8927,8365,8124,8703,10740,13092,9828,7137,7585,8412,6113,1598,7,0,0
201905,6호선,상수,0,1025,4310,7584,29979,37243,24837,21613,23044,27781,20783,21410,24015,31035,41313,33009,18910,15209,13043,10382,3002,0,0,0
201905,6호선,상월곡(한국과학기술연구원),0,1017,3539,4254,20444,10776,13133,9778,8284,9037,8492,9128,11693,12732,20834,20148,12185,10616,12096,8538,2771,0,0,0
201905,6호선,새절(신사),1,917,6282,12374,20818,19552,12663,13867,15041,18621,18320,21137,27772,35940,51038,49608,31874,27884,30115,19229,5798,1865,0,0
201905,6호선,석계,6,2861,6873,9535,18868,13771,12951,14790,16129,17632,18526,21970,28282,36157,52120,54012,33391,30532,29524,21021,6972,26,0,0
201905,6호선,신당,0,1614,7031,19982,49001,26826,15520,12014,11169,13598,11659,11050,10739,13709,18372,25112,14926,9605,9566,13957,2921,0,0,0
201905,6호선,안암(고대병원앞),0,1519,7494,18788,64250,42788,53635,31955,23593,34923,22004,23928,22041,26725,35436,27733,18517,17625,17014,14371,6610,295,0,0
201905,6호선,약수,0,299,2317,5996,19528,10242,7058,5399,5792,5759,6130,6198,6840,7941,10297,7634,4887,4179,3957,2795,936,0,0,0
201905,6호선,역촌,0,425,2478,3469,9254,5517,5282,5134,6007,6012,6708,6768,9458,11742,17957,16617,9831,8892,8950,6896,2099,0,0,0
201905,6호선,연신내,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201905,6호선,월곡(동덕여대),0,1202,5252,8701,33387,21728,21523,16706,17132,17752,18571,19302,23944,27804,43556,38947,25343,22958,22849,15982,4736,0,0,0
201905,6호선,월드컵경기장(성산),0,1549,5986,11042,21937,18156,14890,16807,17731,20061,19978,20294,20481,23355,23569,15705,8250,7080,5601,3613,1014,10,0,0
201905,6호선,응암,0,1768,8883,12486,19375,16044,14688,15980,18891,22146,22773,29909,36245,47392,74183,73865,42594,42094,40969,27550,9229,32,0,0
201905,6호선,이태원,0,1410,7586,12660,38808,28114,21635,21905,26366,28760,27741,31142,35777,45100,60592,56865,37046,32905,29173,26672,10454,4,0,0
201905,6호선,증산(명지대앞),1,953,4489,6112,13068,11115,10580,9716,11728,12321,14401,16845,23223,27254,41242,37612,24602,22325,23931,15632,4685,734,0,0
201905,6호선,창신,0,497,2238,6826,9269,4604,4113,3964,4069,4418,4578,4526,6165,6722,9443,9585,5886,5946,6832,4072,1444,0,0,0
201905,6호선,청구,0,513,2998,7234,27945,13170,5559,4280,4840,5507,5033,5794,6375,7274,9391,6932,5075,4753,4763,3238,1206,0,0,0
201905,6호선,태릉입구,0,1148,4394,5868,13903,12075,11456,14051,11298,12631,13956,13211,16167,19597,28293,26678,15919,14377,13908,11174,5548,37,0,0
201905,6호선,한강진,13,1770,19168,20592,39325,28614,16759,15838,17486,20686,18074,17554,18269,22006,26707,17441,6214,4585,3999,2958,2653,0,0,0
201905,6호선,합정,1,1768,9651,18836,47702,28377,20474,19121,21908,23749,22903,22240,27399,32784,46900,35431,20579,16876,17884,12069,3720,0,0,0
201905,6호선,화랑대(서울여대입구),1,866,4006,9198,21485,17523,11607,10900,10722,11860,12857,13877,19078,22511,40971,39186,24639,21518,24884,16958,5835,148,0,0
201905,6호선,효창공원앞,0,676,4207,8661,29578,18811,12369,10656,9412,11609,9846,10827,11757,13860,19861,15701,9960,9290,9940,6825,2587,24,0,0
201905,7호선,가산디지털단지,4,5527,23581,105041,426188,216339,59848,44549,41515,42907,40355,36874,35835,37536,41947,32502,17629,14548,13275,9159,3261,0,0,0
201905,7호선,강남구청,0,1694,13253,32968,116147,98267,39362,25712,22626,24349,21284,19825,19618,20620,23383,16886,11111,9285,7290,5153,2539,0,0,0
201905,7호선,건대입구,0,1068,8874,21252,50314,39368,35021,30862,32423,33281,31951,30813,32718,40427,60446,46886,25356,20857,17605,10026,5481,612,0,0
201905,7호선,고속터미널,0,2985,25283,43645,67950,49438,36981,35542,32649,35706,34390,31328,30652,32598,38864,26800,15248,12966,7878,5190,1407,2,0,0
201905,7호선,공릉(서울과학기술대),0,1409,5642,15927,36177,21579,18804,14512,18227,20464,17619,21179,24280,31553,44038,45645,28156,25516,24658,19304,7261,0,0,0
201905,7호선,광명사거리,0,6417,15056,20174,31697,29313,26704,28376,32660,35704,37170,45290,54153,68803,108103,96736,55331,53381,49197,30429,9268,2,0,0
201905,7호선,군자(능동),3,1037,8712,10528,28181,20490,12798,11786,12908,14774,15361,18684,21196,26837,40864,38652,23349,21961,20889,13705,4588,77,0,0
201905,7호선,굴포천,0,638,3634,5803,13523,10514,8148,8781,10148,11732,12656,14103,18190,24964,39157,42042,26350,22075,21240,13171,4859,1008,0,0
201905,7호선,까치울,0,1074,4256,5902,11018,7397,7739,9647,9924,10153,10132,10863,14201,20745,31663,28887,17949,16302,16869,9534,2831,0,0,0
201905,7호선,남구로,2,2063,8100,29494,114366,51792,22527,18780,18502,18973,18394,20477,25027,40884,43725,29153,20024,22743,21620,11570,3067,0,0,0
201905,7호선,남성,0,911,5665,7419,18883,16042,13271,13829,13700,15833,15494,18697,22704,28195,43829,37242,23895,23729,22846,14738,4939,28,0,0
201905,7호선,내방,0,1746,12151,25146,89729,48408,24371,17514,17719,20369,20103,19844,20790,24668,34379,26192,16468,14409,13797,8582,4180,392,0,0
201905,7호선,노원,2,2500,9046,23215,48997,48824,38821,34305,39799,45184,44972,45490,49724,56471,73734,67025,35734,28974,25739,19405,7263,156,0,0
201905,7호선,논현,0,1474,17352,47802,130544,104453,40704,26582,24801,27632,25117,23851,25854,30895,41584,28690,17144,13653,11445,7571,3094,0,0,0
201905,7호선,대림(구로구청),2,1231,5105,8685,22470,20572,20325,21994,18631,20236,18422,19582,20880,28925,35438,24701,16436,18621,15863,7979,2068,0,0,0
201905,7호선,도봉산,1,685,5842,8589,20342,23163,22053,15591,14769,15127,14411,16611,19333,24429,36391,45236,29226,26873,27614,20219,8590,1582,0,0
201905,7호선,뚝섬유원지,1,782,4957,8122,16827,11587,12784,17260,19330,24759,27657,31535,35097,42248,52712,44664,27375,19050,16328,8992,2721,12,0,0
201905,7호선,마들,0,1935,4827,8818,11392,10746,10155,10818,12832,14848,16263,20167,23502,29272,41445,47302,30035,25870,25854,18731,6997,76,0,0
201905,7호선,먹골,0,868,4010,5791,15947,11404,10950,11456,13461,13980,14944,18103,22720,27991,40810,42647,24765,22413,21708,14680,4983,37,0,0
201905,7호선,면목,0,1367,6353,10290,36381,23655,17294,15217,20931,21571,21291,26655,34639,43168,59610,59112,36580,34409,32951,21854,7296,1,0,0
201905,7호선,반포,0,746,7108,13465,25644,20960,11344,11334,13033,11537,10585,10869,11770,12330,14900,10987,7041,6127,6184,3753,1268,0,0,0
201905,7호선,보라매,2,2549,10559,23658,48937,19206,12596,11841,12951,13495,12837,13263,15191,18895,30362,24464,14660,14208,12999,9143,3340,132,0,0
201905,7호선,부천시청,0,2183,7656,16881,30566,21822,14416,15558,16579,19927,18745,21359,23815,28864,48414,47382,25836,19595,17212,13482,4996,65,1,0
201905,7호선,부천종합운동장,0,898,3115,5904,12333,6327,4693,4376,4403,5166,5573,5671,7284,10086,16025,14731,8982,7998,8335,5605,2144,0,0,0
201905,7호선,부평구청,2,915,6160,12733,14141,8106,6752,6934,8183,10006,11097,12527,15715,22577,36981,40695,26870,23773,23465,15403,5709,1966,0,0
201905,7호선,사가정,0,2622,13065,13797,29442,18685,17319,17620,19643,20466,21929,27273,33567,41919,61442,59255,36947,33183,32445,19462,7054,0,0,0
201905,7호선,삼산체육관,0,391,1792,3657,8101,4767,4670,4507,5873,7267,7114,8226,9426,12448,19983,18758,12034,10615,10570,7646,2736,659,0,0
201905,7호선,상도,0,2695,7660,9597,33390,21598,23896,17822,17393,17491,18851,17333,20494,26123,43050,34925,22097,21575,21764,16077,5282,0,0,0
201905,7호선,상동,0,2118,7708,14709,33391,30481,21816,21440,22955,24584,25292,25368,28684,35280,55935,49093,28531,22662,19758,15034,5387,341,0,0
201905,7호선,상봉(시외버스터미널),6,1810,9899,17089,35573,24097,17814,18432,20550,22358,23449,26129,31646,40270,60962,61349,36889,32786,30820,22653,9755,11,0,0
201905,7호선,수락산,0,760,6368,9579,18746,19565,18817,17004,17414,17161,17974,21228,25758,31907,44987,53137,34012,28357,28274,20710,7797,295,0,0
201905,7호선,숭실대입구(살피재),0,1220,6472,11276,49470,33727,45267,29097,22107,28216,24748,23439,27633,33666,54821,46812,29398,27839,27326,20763,6944,6,0,0
201905,7호선,신대방삼거리,0,1308,7612,15956,38783,24254,17500,16398,17479,20252,21270,25573,28962,36344,63721,57043,36357,33994,31849,22032,8096,20,0,0
201905,7호선,신중동,2,1497,5969,17049,48035,33686,18168,16795,17690,19397,19908,21616,25359,31011,49291,53764,27958,23065,21764,17273,6543,22,0,0
201905,7호선,신풍,2,2652,11542,12668,23634,16750,14179,13022,13124,14736,15063,17963,20888,29146,41910,34434,21330,22716,21526,12711,4091,824,0,0
201905,7호선,어린이대공원(세종대),0,1411,9912,18278,81258,63514,65474,47417,39291,44391,35526,27783,25359,28519,37248,30830,20075,18344,18242,13368,4929,102,0,0
201905,7호선,온수(성공회대입구),1,1569,5874,16283,25462,19050,9967,9605,11531,12121,12505,13863,17060,23203,44508,41404,23909,22346,20112,13593,7220,1208,0,0
201905,7호선,용마산,0,749,2930,4636,11145,7839,6602,5738,6918,8138,7838,10065,12171,15065,22274,22300,14160,13658,14136,9184,3406,0,0,0
201905,7호선,이수,2,1188,9414,16236,47212,34602,23770,21228,22809,24964,25818,27482,31218,40131,62684,48579,28439,24880,21961,13546,4977,186,0,0
201905,7호선,장승배기,0,1047,5585,10086,20999,15931,12363,12489,14117,15484,15753,18282,21436,26421,40388,33647,21105,21226,20069,12545,4875,0,0,0
201905,7호선,장암,0,189,1629,1684,2134,2295,2597,1713,1571,1360,1226,1488,1249,1765,2905,3117,1830,1114,1199,1025,326,0,0,0
201905,7호선,중계,1,2143,6743,21061,36587,21525,16167,15545,17247,20274,19316,22282,25516,33963,51691,55798,33702,31849,30339,20289,7075,0,0,0
201905,7호선,중곡,0,728,6266,12072,21630,12458,10563,9581,10792,12081,12704,15598,18260,23023,33995,32668,20741,19619,18891,12648,3835,0,0,0
201905,7호선,중화,0,1221,5074,10244,26138,15351,12916,12889,13360,14708,16569,19789,24166,29609,41755,42889,26703,23923,24255,16151,5286,3,0,0
201905,7호선,천왕,0,953,5166,8549,14825,9564,7162,8309,10504,11430,11996,14369,16938,20984,35900,35581,20567,19287,18276,12161,4277,86,0,0
201905,7호선,철산,0,4835,10852,18210,36038,30779,24104,24555,27889,32140,33714,39295,46585,64995,109177,102750,57207,49986,46638,32065,10902,0,0,0
201905,7호선,청담,1,4090,26951,66454,173141,110142,42407,29658,26931,28492,25258,23429,24126,26383,30677,21432,14144,13357,10134,6706,4504,0,0,0
201905,7호선,춘의,0,1474,6220,30525,55035,17951,10608,8404,8041,9858,9322,10067,11664,14592,20550,21331,14127,12878,11986,8359,3036,0,0,0
201905,7호선,태릉입구,1,1691,7373,11640,29338,20249,16542,19236,15322,16861,16493,16692,19271,22253,29582,27829,17910,16421,16442,10615,5213,1446,0,0
201905,7호선,하계,1,1377,7818,22121,32002,29035,21752,21538,27479,31914,28685,31594,35263,44116,63462,68330,41164,36431,35802,25910,9364,0,0,0
201905,7호선,학동,0,1765,22534,52128,196806,144174,49396,31676,26132,28624,24144,21254,20180,22261,24359,16363,10942,9898,8515,6357,2636,0,0,0
201905,8호선,가락시장,0,2444,7180,14475,42316,20393,12985,12196,12654,12488,12084,13821,14649,17601,23912,19075,12865,11028,8975,6099,2768,686,0,0
201905,8호선,강동구청,0,991,6115,14490,36506,14967,12282,10311,12566,13972,15622,17075,20631,23821,37026,31278,19551,17995,18234,9966,3667,0,0,0
201905,8호선,남한산성입구(성남법원.검찰청),0,1212,6452,12409,39277,34174,20381,13675,16222,19865,15892,20130,23956,31116,46737,43118,27476,28616,29113,17933,5690,46,0,0
201905,8호선,단대오거리,0,1666,6255,12705,25750,15007,11108,9543,11990,12452,14242,17095,23048,25695,40112,36792,24826,23224,22480,14850,4349,186,0,0
201905,8호선,모란,1,581,3193,5426,9704,6468,6208,7141,6888,7539,7155,7976,8084,8850,10621,7801,5427,5266,4517,2900,1499,499,0,0
201905,8호선,몽촌토성(평화의문),0,1431,5516,11153,42236,27809,13921,12018,11343,11830,10693,10875,11378,13481,17784,14404,9447,7279,7643,4204,1523,0,0,0
201905,8호선,문정,0,2342,10588,39645,171636,77132,27056,22288,19244,23997,20220,21453,21014,26455,34414,29755,18130,15682,16254,9055,3180,0,0,0
201905,8호선,복정,0,2193,10083,13495,26654,21975,13064,9893,12886,12119,12442,14041,17128,22705,34868,31652,20997,19155,17541,8606,2015,0,0,0
201905,8호선,산성,0,1656,7822,5122,15631,7932,7568,5898,5880,6407,7231,8874,10543,13396,20387,18249,12682,13044,13187,7230,2283,21,0,0
201905,8호선,석촌,0,844,4088,9082,25895,20129,13992,12544,13917,15170,15572,15888,18545,21888,33682,28976,17882,14995,12577,8580,2869,150,0,0
201905,8호선,송파,7,746,4939,18277,22034,12625,9154,8464,10563,12997,14750,14858,18963,22076,33303,30147,18405,18763,16598,11841,2979,318,0,0
201905,8호선,수진,0,492,3191,5647,15033,8381,6543,7653,6826,9894,9740,9764,9895,11245,16353,14913,9459,8950,8492,5469,1799,310,0,0
201905,8호선,신흥,0,612,2551,3384,6715,5947,5394,6003,7715,9064,9776,10412,12952,13729,19212,16921,11133,10177,8541,5483,1817,238,0,0
201905,8호선,암사,3,1084,9083,9614,19577,16362,12590,14803,16745,20250,22099,28780,33798,44015,71410,62424,39841,39418,35479,23790,5899,1132,0,0
201905,8호선,잠실(송파구청),0,2092,11571,33281,81723,48810,29786,35998,34848,37722,34239,35454,35119,40103,49798,34100,18009,12313,9170,4792,1798,89,0,0
201905,8호선,장지,0,1979,10388,22651,59686,39678,24732,25493,29569,27801,27960,30989,32927,40935,59211,49039,28793,27798,25660,16187,5302,0,0,0
201905,8호선,천호(풍납토성),0,2102,13775,21307,36193,32985,23846,25331,26364,30577,32036,37213,42904,56785,84850,70517,39928,37342,33152,20234,7238,409,0,0
201905,9호선,가양,0,1869,9295,27235,43694,26503,20472,19174,20682,27199,27327,30823,38202,45268,69349,71811,45632,40448,41874,28864,9178,337,0,0
201905,9호선,개화,0,315,3852,5116,8407,4851,3848,4159,4427,4899,5778,7680,8760,10333,17467,21259,12020,9246,9796,5666,1827,100,0,0
201905,9호선,고속터미널,0,1714,17262,24734,32163,35887,40023,45844,45484,47248,51514,54257,56238,59532,67072,50049,32383,26438,23091,12471,2725,43,0,0
201905,9호선,공항시장,0,294,1485,2287,4059,4154,3618,3731,3873,4408,4826,5525,7192,8255,10986,11030,7372,6982,7029,5037,1893,132,0,0
201905,9호선,구반포,0,164,2225,3558,7434,6340,5667,5717,5979,6895,6345,5977,7097,7707,9380,8164,4674,3854,3993,2502,871,37,0,0
201905,9호선,국회의사당,0,1897,11574,46034,146913,60104,29415,21592,21009,22775,18275,15448,13155,15774,16546,10303,6184,5087,4482,3044,1202,1,0,0
201905,9호선,김포공항,0,3033,17994,22227,23446,21709,20692,22759,24059,27342,24785,22255,26835,31614,34970,23359,11255,7147,6198,3858,1973,100,0,0
201905,9호선,노들,0,310,1508,3282,4890,5434,4656,4237,4502,5860,6056,7138,8541,9474,15475,13625,8687,8209,8562,5297,1564,42,0,0
201905,9호선,노량진,7,2641,22915,62049,82908,49836,35142,35961,42641,45765,39673,42544,50109,68222,98234,76993,50382,50247,49964,32171,9402,331,0,0
201905,9호선,당산,0,1986,8402,16904,43392,25992,18118,20053,21852,24093,25537,28216,31956,44476,66657,58071,38895,38916,39892,25495,7526,262,0,0
201905,9호선,동작(현충원),0,329,1684,1837,5817,7246,3937,2925,3638,4935,3406,2991,2748,3235,4511,3741,2453,2507,2662,1612,1543,320,0,0
201905,9호선,등촌,0,1031,4504,7613,19375,13218,10962,9981,13100,14299,15568,18405,20806,23879,39120,37238,21116,20377,18225,11770,3740,6,0,0
201905,9호선,마곡나루,0,707,5322,12424,32148,18946,12296,10633,11835,12233,12831,13147,14137,19922,30772,29922,19653,18697,18926,12205,4671,228,0,0
201905,9호선,사평,0,130,1887,4690,6662,3758,2941,2719,4214,5347,4958,6445,6339,7544,10646,8856,5978,5827,5692,2977,1292,25,0,0
201905,9호선,샛강,0,942,4619,13296,24541,14151,8985,7839,6914,7420,8036,7741,7699,9555,12350,9757,5100,4094,3812,2402,1060,70,0,0
201905,9호선,선유도,0,1096,4500,10768,35785,16580,7425,7586,7588,9073,8590,9085,10849,11530,18245,16128,9594,8651,8972,6079,1869,144,0,0
201905,9호선,신논현,0,1857,17453,49961,107862,95896,54736,44936,47277,51428,50490,49865,51541,70132,107948,86003,43917,38427,32199,20637,5572,485,0,0
201905,9호선,신목동,0,301,2071,3279,5536,4319,3201,3193,4124,5047,5304,5788,6641,8821,14064,12506,8169,7545,9172,5860,2006,225,0,0
201905,9호선,신반포,0,263,3382,8023,8971,7311,5946,5177,4743,6338,6867,6952,7523,7707,9669,8629,4685,4065,4107,2669,819,27,0,0
201905,9호선,신방화,0,750,2635,6307,12690,7261,6051,6505,7730,8499,9653,11869,13608,16000,25984,25946,16062,14194,14623,10050,3928,41,0,0
201905,9호선,양천향교,0,943,11067,10570,31541,15037,9628,9141,10288,10343,11707,11974,12804,17219,24424,26291,17702,17667,17443,12185,4039,122,0,0
201905,9호선,여의도,0,2250,24662,118328,157640,59754,28002,26713,25159,29388,24705,22822,24280,25489,31040,23161,12376,10343,10730,6088,2653,290,0,0
201905,9호선,염창,0,649,5566,9013,23250,13957,11782,11703,15123,17036,19102,24559,28654,39806,68226,68404,43025,40081,42272,29316,9775,1158,0,0
201905,9호선,증미,0,810,2570,6786,33515,12965,7958,7926,7811,9191,10202,10941,12047,12629,20927,18996,11282,9972,9366,7198,2112,26,0,0
201905,9호선,흑석(중앙대입구),0,1109,5886,12726,32793,21574,22493,17494,18596,18149,17830,17222,18263,24496,33691,28087,17891,16455,17045,12607,4201,105,0,0
201905,9호선2~3단계,둔촌오륜,0,104,747,4507,1894,1013,878,990,791,1016,1079,1167,1359,1578,2602,2107,1540,1517,1535,969,270,9,0,0
201905,9호선2~3단계,봉은사,1,1371,10934,36322,96461,70984,44453,38626,35152,38465,33793,30005,26856,27734,31060,21674,11533,9596,8120,4919,1231,17,0,0
201905,9호선2~3단계,삼성중앙,0,401,2951,10104,34930,24609,10315,7260,7317,7001,7904,7201,7869,9094,11358,9694,6165,5141,4753,3321,1016,30,0,0
201905,9호선2~3단계,삼전,1,376,1919,2930,7263,5691,4768,4864,5368,6411,6759,7277,10330,12909,18661,18143,11859,11484,11429,8455,3372,165,0,0
201905,9호선2~3단계,석촌,0,228,1729,4010,8104,7044,5916,5396,6664,7350,7056,8327,8706,12330,20411,19496,11359,11414,11339,6951,2006,12,0,0
201905,9호선2~3단계,석촌고분,1,330,1923,3727,7852,6079,4265,4766,5125,6791,6676,6634,9051,11084,15760,15858,10733,9792,10156,6776,2366,58,0,0
201905,9호선2~3단계,선정릉,0,913,5873,16864,49750,40109,19345,12663,12713,13630,11578,11384,11622,13012,16640,12610,8135,8125,7910,4880,1896,31,0,0
201905,9호선2~3단계,송파나루,0,206,1639,2490,7341,5754,4533,4693,5512,6053,5871,6409,7346,9680,15038,12821,6865,6355,5931,4298,1171,3,0,0
201905,9호선2~3단계,언주,1,912,8616,14125,44079,39279,17493,12208,10914,13253,11835,10586,11764,12282,15325,12341,8118,7417,6892,4727,1607,67,0,0
201905,9호선2~3단계,올림픽공원(한국체대),0,293,3876,5512,17110,13855,13371,14691,14360,16383,16039,17605,19264,19314,19307,18039,10501,9355,10653,6161,2141,0,0,0
201905,9호선2~3단계,종합운동장,0,271,1961,4462,9757,8639,4923,5333,5952,6641,6578,6580,7944,9835,15280,12801,7780,6967,6687,4926,1334,16,0,0
201905,9호선2~3단계,중앙보훈병원,1,258,5045,9849,13320,11313,11437,9350,9451,10756,11386,9959,10398,11318,19498,18274,10906,11276,11658,7097,1891,188,0,0
201905,9호선2~3단계,한성백제,0,183,1135,1675,5324,6939,3511,2911,2714,3088,3139,3116,3996,4171,5495,5936,3631,2885,3054,2053,656,0,0,0
201905,경강선,경기광주,0,157,2039,5153,11229,5455,4377,4934,5882,7085,8085,10383,13836,18852,30939,30419,19150,17097,12623,9679,32,0,0,0
201905,경강선,곤지암,0,127,1325,5225,8623,5649,4560,3396,3497,3057,2993,3373,4159,4867,6078,6561,3825,4318,3287,2629,3,0,0,0
201905,경강선,부발,0,12,1422,5378,6557,2007,1738,1779,1830,2013,2147,2449,3255,4085,4296,5225,3886,3441,3255,2897,1501,0,0,0
201905,경강선,삼동,0,69,997,1932,2361,961,918,1317,1435,1603,2297,2393,3948,5292,8044,8534,5352,5051,4284,2124,50,0,0,0
201905,경강선,세종대왕릉,0,22,87,503,601,538,579,883,694,446,719,780,661,656,687,1025,477,547,287,454,134,0,0,0
201905,경강선,신둔도예촌,0,83,431,1994,4703,3212,1533,1737,1963,1618,1573,1910,2075,2804,3443,3630,2464,2635,2274,2002,1,0,0,0
201905,경강선,여주,1,12,707,3054,5963,8910,4679,5622,5410,4147,4131,4001,5497,4728,5262,7529,5464,3076,3154,3389,1263,0,0,0
201905,경강선,이매,0,20,794,2863,3919,1982,1325,1104,1272,1387,1554,1770,1885,2612,3323,3001,1534,1338,1101,582,171,0,0,0
201905,경강선,이천,0,27,1190,5711,8788,4890,3572,4360,3935,4262,4428,5041,5521,7205,8548,8111,6407,4094,5580,2761,921,0,0,0
201905,경강선,초월,0,137,968,3999,6288,1994,1895,1820,2196,2582,3176,3646,4733,6116,10237,8986,7984,5331,6404,4705,1,0,0,0
201905,경강선,판교,0,10,4024,11060,25480,21458,8726,7513,5647,5307,4699,4401,4987,6888,5800,4628,1942,1777,1217,700,273,0,0,0
201905,경부선,가산디지털단지,12,1931,11856,47705,175695,80955,25567,20481,19243,21449,20067,20131,21807,27479,34108,27303,15808,15666,14364,8971,1425,0,0,0
201905,경부선,관악,0,2294,5799,7791,13255,14879,14663,10735,10288,10197,10593,12249,14695,19416,33226,28494,17997,18131,16263,12152,1123,0,0,0
201905,경부선,광명,0,2242,3092,3857,3558,4560,3143,3051,3580,204,6433,259,6286,4938,13238,12439,3973,89,3556,29,0,0,0,0
201905,경부선,구로,28,5653,14156,37829,93965,54792,33670,29302,27623,30650,28783,30671,34751,46739,58637,43378,27313,28373,26371,19463,19839,93,0,0
201905,경부선,군포,0,2907,7788,31053,53285,9463,6190,5958,6159,6752,6941,8555,10237,12332,17748,15725,9736,9249,8068,5705,874,0,0,0
201905,경부선,금정,6,8978,23059,47425,92079,33628,25352,24593,26445,29711,33326,39058,48255,65803,98730,86037,54047,54580,50473,37067,14385,909,0,0
201905,경부선,금천구청,9,1731,7128,17727,33572,13683,11231,12443,14259,16285,17719,21058,25846,32559,48446,41968,25224,24209,21392,15303,1550,0,0,0
201905,경부선,남영,4,1440,8124,27068,77420,42084,22776,18215,16843,16400,14812,14328,15353,19976,26892,19596,13293,12831,12220,8064,1822,0,0,0
201905,경부선,노량진,7,2379,9147,19967,30122,20136,14171,14268,16766,18135,15959,17124,20193,27729,45772,31597,19947,17914,16803,10924,2785,0,0,0
201905,경부선,당정,0,1148,3996,10791,21837,13887,9370,7030,8927,8582,8289,9899,13026,16572,23924,23238,16129,15238,14947,10835,2180,0,0,0
201905,경부선,대방,2,2759,12946,39867,61319,31179,18663,15879,17352,19758,18713,19991,23179,30421,44631,33904,24726,24750,22482,15247,3941,0,0,0
201905,경부선,독산,3,2667,13741,42150,105491,45001,17331,14237,14198,16654,17635,20344,24402,30984,44582,42390,26544,25874,25216,15749,1278,0,0,0
201905,경부선,두정,0,1094,3072,9499,26274,24001,18397,14628,12437,8832,10994,9228,12635,14425,18640,14947,13231,12068,9653,7573,3098,0,0,0
201905,경부선,명학,3,2548,9427,25560,71820,18819,12784,17874,11174,13286,13278,10632,12852,17569,24723,22176,13737,13452,12209,9793,1398,0,0,0
201905,경부선,병점,20,4885,13139,23123,39020,31770,24675,18138,24761,22140,23923,25971,32989,43972,53738,55662,37420,36542,33872,22577,11274,97,0,0
201905,경부선,서동탄,0,3,1118,1659,2877,1071,998,1586,1667,1816,2237,2565,3270,4291,5930,7307,4094,2884,2592,3369,1447,0,0,0
201905,경부선,서울역,4,310,2130,3101,4233,3265,2176,1606,2158,1916,2061,2391,3328,4256,5631,3756,2423,2405,1597,428,29,0,0,0
