사용월,호선명,지하철역,04시-05시 하차인원,05시-06시 하차인원,06시-07시 하차인원,07시-08시 하차인원,08시-09시 하차인원,09시-10시 하차인원,10시-11시 하차인원,11시-12시 하차인원,12시-13시 하차인원,13시-14시 하차인원,14시-15시 하차인원,15시-16시 하차인원,16시-17시 하차인원,17시-18시 하차인원,18시-19시 하차인원,19시-20시 하차인원,20시-21시 하차인원,21시-22시 하차인원,22시-23시 하차인원,23시-24시 하차인원,00시-01시 하차인원,01시-02시 하차인원,02시-03시 하차인원,03시-04시 하차인원
202205,1호선,동대문,25,2131,7920,13433,23921,23889,24102,27481,26461,24059,23154,21606,20097,19794,19854,19527,13812,11464,10178,9172,1996,3,1,0
202205,1호선,동묘앞,3,1011,5108,10013,22352,18898,23428,30865,32316,34950,32125,27712,20595,15326,11063,7411,4957,4848,5729,3869,2601,0,0,0
202205,1호선,서울역,18,7775,48494,104898,207219,136237,74339,65168,71662,72686,66196,70070,71667,84463,91092,60567,43753,38968,27618,16808,1450,1,2,0
202205,1호선,시청,1,4924,23336,65998,185243,82507,41741,39031,33528,33157,26393,22631,20870,22841,22071,10163,6193,5888,4237,3276,386,0,0,0
202205,1호선,신설동,16,2751,11880,25473,61525,33321,22472,19655,19127,19095,18250,18342,19983,22677,27070,19886,12752,12717,11384,9622,1763,1,1,0
202205,1호선,제기동,1,2183,9219,20220,41578,35573,39887,45030,47602,49545,44357,38725,31470,28158,27374,18701,12222,11401,10215,6909,934,1,0,0
202205,1호선,종각,1,4268,25179,99671,238641,132019,59355,56190,49762,47551,39924,34669,36450,43626,48915,25061,11614,8318,5879,4069,413,0,0,0
202205,1호선,종로3가,18,3242,14383,26889,72094,68717,60249,66227,65216,61748,55234,45721,42323,39541,41891,21063,10467,7745,5872,4617,1186,0,2,0
202205,1호선,종로5가,0,3894,16958,43286,97652,61782,54484,59569,56034,51827,47265,40243,36522,33427,31357,16579,7877,5505,3962,2750,833,0,0,0
202205,1호선,청량리(서울시립대입구),14,4915,24746,18250,37082,35735,39664,42541,41798,45643,46221,44552,41597,43416,49398,32745,19795,19153,16817,10582,1861,0,0,0
202205,2호선,강남,8,11347,52097,151258,326162,323911,152507,110272,108047,124144,109748,104881,114359,146327,204867,124254,63903,51465,45273,32046,975,1,0,0
202205,2호선,강변(동서울터미널),1,2685,25841,28325,48650,41525,39045,36706,41801,45578,49948,58681,65871,83252,114099,82750,56752,48503,45056,26287,1807,0,0,0
202205,2호선,건대입구,23,2119,19882,26720,65005,54331,46447,52448,59068,65474,64594,68488,83932,117585,167260,117870,70614,62791,55808,37966,5985,0,0,0
202205,2호선,교대(법원.검찰청),1,6967,26442,57983,157375,141332,68109,57023,52414,56087,50667,47505,51439,64726,78881,46285,25753,23662,22931,15716,523,0,0,0
202205,2호선,구로디지털단지,25,5978,22318,87519,252361,143712,54870,43454,45645,55393,54986,64700,79044,104738,162793,133459,84858,83475,79805,57010,2410,0,0,0
202205,2호선,구의(광진구청),1,1319,13376,15506,38854,23496,20126,19787,23029,25676,27370,34503,40029,56095,91365,68002,43948,42635,40766,25774,2215,1,0,0
202205,2호선,낙성대(강감찬),2,2170,10899,21395,40756,36231,30365,25463,28275,30171,30607,36679,43572,59943,98221,87142,55618,54229,55486,35358,3873,0,0,0
202205,2호선,당산,0,3157,13713,30382,77288,35623,20003,19343,21327,24132,24084,27374,34280,46942,77454,53337,33465,32859,30861,24349,1724,0,0,0
202205,2호선,대림(구로구청),55,3759,11455,24076,55225,34587,30024,30886,29868,33016,32123,40194,48451,63010,72384,57054,39249,46994,46429,26030,2032,1,0,0
202205,2호선,도림천,0,371,911,4546,5947,2347,1507,1310,1965,1496,1930,1569,1804,2083,2922,2483,1589,1465,1166,961,95,0,0,0
202205,2호선,동대문역사문화공원(DDP),2,1273,8782,23144,49819,31160,28293,28492,28087,27787,27706,24363,22350,22754,26340,23736,15584,13028,10645,9411,1438,1,0,0
202205,2호선,뚝섬,0,1919,15417,37788,134021,91340,41514,33259,34709,36560,32775,33317,33415,38580,46623,27241,15349,13113,11617,8349,546,1,0,0
202205,2호선,문래,0,2482,14500,36169,122410,58687,27923,23533,24740,25973,24565,25681,29214,37223,57929,41946,21677,20005,17580,12658,1257,1,0,0
202205,2호선,방배,0,2888,11599,28493,75829,57854,32417,28970,29602,29075,26155,26566,26222,33233,40023,28920,17889,17318,17765,11244,309,1,0,0
202205,2호선,봉천,2,1505,7679,12889,27156,20538,19119,19500,22973,25051,26154,35086,41352,52941,84362,72536,44122,43270,41712,27566,1369,0,0,0
202205,2호선,사당,8,4361,33936,48774,69353,54779,48064,54051,55741,53870,52537,62613,82777,117443,172129,119208,70585,67327,67128,48845,5738,0,1,0
202205,2호선,삼성(무역센터),2,5252,40788,132352,333713,236469,103083,75817,67294,73582,63085,53004,52598,58518,62183,34457,18168,15161,12844,8576,6185,0,1,0
202205,2호선,상왕십리,0,700,5970,12692,35028,19071,13108,12523,14936,15804,16978,20331,25181,33973,50658,35324,22524,22630,20773,15535,395,2,0,0
202205,2호선,서울대입구(관악구청),17,2716,16657,33125,73215,69781,61144,48962,54488,59709,59376,67635,77154,108659,177476,148288,88937,83446,85884,56518,19093,0,0,0
202205,2호선,서초,0,4422,20768,49763,114542,93139,40588,31842,23714,26515,23959,20570,22188,24451,25528,17745,10915,10263,10429,6253,135,0,0,0
202205,2호선,선릉,4,6247,40672,112167,285740,217755,101003,61290,57099,63423,53279,48158,45512,53987,59413,36283,21779,19169,17571,12197,805,0,0,0
202205,2호선,성수,2,4250,30303,77335,263000,143211,57893,49983,51620,55890,53261,51392,51836,59900,68084,40791,20670,16133,15337,15229,7436,1,0,0
202205,2호선,시청,0,1629,18209,63810,209880,79180,27988,25759,23549,25620,21269,18787,17031,19952,21007,9590,5744,5434,4525,3979,451,0,1,0
202205,2호선,신답,0,121,545,1020,1630,1075,1086,1273,1446,1700,1846,2571,3615,4464,9188,7270,3412,3854,3215,2700,24,0,0,0
202205,2호선,신당,2,1309,9299,18188,33100,23587,19124,19929,21580,22588,22206,23505,27689,36491,49493,33058,20130,19180,17816,13577,692,0,0,0
202205,2호선,신대방,4,2156,10177,21712,32746,23165,19548,20756,23148,26350,29293,40783,47673,64153,98542,85940,56063,60067,56869,38417,1208,1,0,0
202205,2호선,신도림,58,5359,23237,41633,111909,64669,61768,60935,63924,69043,64203,72637,86298,111929,178291,127622,74583,71190,71958,65597,20424,1,1,0
202205,2호선,신림,37,4794,23725,37816,64939,53966,47869,50057,58008,64509,69665,88088,110787,146582,252704,229265,141584,135631,126933,90247,3940,0,0,0
202205,2호선,신설동,2,316,1893,5188,12306,8934,8162,7525,7198,7274,6446,5825,4967,5519,6380,4853,3192,3026,2855,2316,294,0,0,0
202205,2호선,신정네거리,0,1004,2892,5198,11898,8351,7495,9153,10433,12204,12972,17547,21556,29882,47670,38137,19893,19962,17942,13198,1399,1,0,0
202205,2호선,신촌,6,3330,14840,35581,81403,91299,61324,56373,62072,68785,61466,56472,62135,81991,110844,74115,41587,36828,33400,25884,1100,0,0,0
202205,2호선,아현,0,1019,7727,13498,23164,12774,10842,10613,12655,12869,14516,15191,17573,22840,32018,24390,16463,16213,15456,10825,344,0,0,0
202205,2호선,양천구청,0,966,2500,5278,9998,5017,4619,5268,6605,7902,8478,10771,13606,18214,28451,24740,13821,14042,12154,9784,1145,0,0,0
202205,2호선,역삼,0,7489,37814,138206,349341,302404,121944,65030,55895,61064,50292,45194,43362,50939,60088,36037,21216,17385,14959,10312,284,0,1,0
202205,2호선,영등포구청,0,3371,15755,38423,127098,56335,27087,25092,24777,26491,25018,25395,28902,35560,55215,37549,22417,20221,19003,15668,1570,0,0,0
202205,2호선,왕십리(성동구청),2,1337,6911,13829,27875,19436,15853,16372,18639,19349,20139,21689,27030,37412,58980,37763,23244,21172,20021,17684,738,1,0,0
202205,2호선,용답,0,231,1439,1958,4413,7531,3852,3237,3604,5380,3605,4211,5891,7046,10492,7434,5120,5848,5713,4113,4,0,0,0
202205,2호선,용두(동대문구청),0,157,1092,2533,5683,3647,3040,3451,2985,3727,3948,4237,4241,4567,7674,5863,3101,3058,2299,1848,49,0,1,0
202205,2호선,을지로3가,0,1687,19163,67210,165136,65916,30664,26316,24268,26506,24473,22818,26052,33921,40666,25416,13494,10566,8269,5957,750,0,0,0
202205,2호선,을지로4가,0,1274,14223,35295,77399,37638,22271,21818,20246,19476,18240,16201,14936,15215,14896,8598,5039,4331,3921,3125,353,1,1,0
202205,2호선,을지로입구,2,2826,28121,117500,303446,137934,65245,58525,50232,49312,43913,38339,41942,48932,51427,28684,16043,15065,14277,9806,6333,0,0,0
202205,2호선,이대,0,1084,8047,13162,36876,35012,26710,21307,24208,27507,23166,21949,24702,29172,41125,29580,19161,19281,20153,16753,585,1,0,0
202205,2호선,잠실(송파구청),7,5543,35850,77384,188736,167482,110580,110938,108545,109923,107318,116376,132125,173320,228451,151250,101068,93039,87650,54992,4601,0,0,0
202205,2호선,잠실나루,0,1922,10305,23726,39182,24339,18713,17052,19810,21976,19663,19445,21217,27881,39735,28884,18255,18151,17837,11284,774,1,0,0
202205,2호선,잠실새내,1,1026,10370,16878,28168,30029,23903,26119,31409,33855,34441,40700,46602,62449,83797,58426,36043,31227,29472,18611,1806,0,0,0
202205,2호선,종합운동장,1,1007,9281,19132,28618,14848,13112,13154,28978,49040,21600,27795,41203,62395,78792,24145,11796,11484,11324,7195,884,1,0,0
202205,2호선,충정로(경기대입구),0,1119,7196,23305,58800,28023,13279,11042,10954,12893,11762,12126,12629,15925,21323,14787,10115,9896,9141,7390,469,0,0,0
202205,2호선,한양대,0,400,5960,11774,63288,58373,53854,18772,37575,28547,25543,18920,19224,27275,31779,18927,11345,8324,6674,5616,134,0,0,0
202205,2호선,합정,3,3080,15178,33089,96659,87193,50956,52341,54459,60114,54778,55034,64229,81043,116516,79519,42351,34560,30879,24001,1835,1,0,0
202205,2호선,홍대입구,34,3966,17507,38187,106889,133094,92049,111954,131364,143687,136751,135816,144408,172797,222200,154892,84981,66654,57398,45121,9757,1,0,0
202205,3호선,가락시장,12,546,6021,12652,30980,15063,11177,11110,11610,11691,12263,14168,16131,19160,24384,16705,11826,10347,9254,5299,1894,0,0,0
202205,3호선,경복궁(정부서울청사),5,2062,19727,48127,140840,101767,84002,64853,61680,56034,55727,42638,48494,43326,43982,26929,13564,11147,9905,6841,382,1,1,0
202205,3호선,경찰병원,0,298,3333,8813,27421,13503,8283,6540,7597,8758,8692,8789,9971,15067,21040,15969,10584,8890,8844,4744,1462,0,0,0
202205,3호선,고속터미널,1,4213,36555,51766,77338,97944,97472,102025,98156,99554,104442,108097,107572,113516,122541,79603,48975,37236,26542,14409,682,1,0,0
202205,3호선,교대(법원.검찰청),0,767,6893,21132,47731,35681,16838,11694,11114,11819,10630,10002,10981,15582,20819,11373,5696,4571,4349,3413,216,0,0,0
202205,3호선,구파발,4,1218,10163,23999,31329,27828,28899,25131,26946,28966,30460,30254,35935,45507,70912,62000,35950,33626,28657,26042,5997,3,0,0
202205,3호선,금호,3,604,3001,4985,8558,6613,6605,7123,8359,9706,10603,13566,15085,20396,29690,21000,14551,12813,12792,7310,4,0,0,0
202205,3호선,남부터미널(예술의전당),2,1640,28436,63522,155679,83986,49593,37311,38416,42873,43275,43655,47960,53739,64751,43750,25429,19828,14683,10924,248,0,0,0
202205,3호선,녹번,5,657,4175,7799,18656,11718,10235,10931,12676,13928,15789,18729,27403,36696,57609,51131,30748,27338,26578,17431,187,0,0,0
202205,3호선,대청,1,1251,6747,16956,26349,11984,8655,8125,9798,11230,11141,14492,16090,19483,27144,21795,14928,14066,15654,9085,274,2,0,0
202205,3호선,대치,1,881,9250,20461,26977,16718,13039,12903,15937,19365,17636,18912,25527,28384,29286,21810,12546,11954,11440,7385,59,0,0,0
202205,3호선,도곡,5,356,5300,14225,19553,15013,8093,7447,6960,7400,7183,7245,7898,9038,11727,8816,5358,5098,5110,3397,2501,0,0,0
202205,3호선,독립문,4,828,5198,15063,20888,19891,19015,13819,12408,13206,12358,12472,13728,15088,16703,14015,8570,7939,7500,5219,5141,0,0,0
202205,3호선,동대입구,0,1036,9282,14896,51481,36581,25727,20517,18056,18477,16165,11970,13440,16297,17506,9397,5414,5505,4420,2711,456,0,1,0
202205,3호선,매봉,1,590,9448,23010,69613,36777,16448,14881,13219,13200,11502,13174,14450,19138,25760,15911,10079,8669,8785,5132,646,0,0,0
202205,3호선,무악재,0,258,3292,3023,6688,4598,4410,4148,4291,4736,5024,6243,7842,9763,14849,12170,7825,7234,6696,4692,13,0,0,0
202205,3호선,불광,0,1340,6574,11726,33978,32411,26497,24870,26778,29428,27874,30886,34351,42188,58410,48201,29106,25421,23075,16259,830,0,0,0
202205,3호선,수서,15,2710,17429,37273,54238,33040,23825,19096,24802,22719,23515,27802,31687,37473,49696,36485,25424,22424,22438,9814,1283,0,0,0
202205,3호선,신사,4,1738,19760,47224,113114,145331,73691,53807,51416,54527,49403,46630,48941,57692,73239,41796,18027,13707,10986,8738,211,0,0,0
202205,3호선,안국,1,1596,22883,96276,107723,76675,59827,61645,53633,51102,47189,37426,33018,30374,28950,13395,6707,5642,4744,3274,81,0,0,0
202205,3호선,압구정,3,2149,24621,48236,146944,149017,78273,62315,50825,54681,50393,45865,48303,56583,64339,38110,16849,13220,10939,6791,2286,0,0,0
202205,3호선,약수,4,1091,6649,17224,33632,20495,15598,15033,15774,16078,17867,19736,24128,29828,42205,27471,18144,17199,16517,10951,3431,3,0,0
202205,3호선,양재(서초구청),0,2640,45132,112464,235928,121426,58807,49682,44490,49981,42914,44677,48427,65828,83404,54013,34262,29737,27398,15940,2022,0,0,0
202205,3호선,연신내,12,1974,12623,24541,35659,36534,35633,36354,40795,46195,45268,56659,69019,89728,134657,119383,68265,66798,57618,41327,4823,0,0,0
202205,3호선,오금,0,12,2321,6347,14084,5600,5323,4724,5828,6431,6044,8223,9732,13464,20647,15032,10133,9229,10507,6147,2443,1,0,0
202205,3호선,옥수,25,951,4955,9386,14579,11215,9081,10943,11867,13422,14160,16746,19410,25257,33774,24906,16621,15002,14821,8740,127,0,0,0
202205,3호선,을지로3가,1,980,9355,32697,73678,30418,15311,13147,12468,12660,11380,11604,12541,17189,22111,11624,5928,4269,2769,2318,257,0,0,0
202205,3호선,일원,0,1463,11074,31959,25277,18462,16515,11844,13601,16558,13893,13821,12571,14569,20497,15979,10646,10568,11469,5715,170,0,0,0
202205,3호선,잠원,0,897,5927,6823,10448,6971,5127,5584,6019,7484,6809,7901,8309,10907,13720,10498,6664,6541,7730,4450,31,0,1,0
202205,3호선,종로3가,3,949,6172,15866,45219,43584,33012,26447,24447,22155,21448,19798,18229,18804,19714,11320,5493,3981,2761,2162,382,0,0,0
202205,3호선,지축,0,950,6631,4442,4718,3759,3305,3760,4676,5071,5405,6817,8903,11158,19897,15852,10379,8821,8845,4514,0,0,0,0
202205,3호선,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202205,3호선,학여울,0,235,2049,4052,9530,8641,8072,6082,6405,6412,5120,4759,3907,4015,4374,3431,2218,2062,1989,1432,13,0,0,0
202205,3호선,홍제,2,1497,7963,12474,27611,22116,20134,18768,20811,23018,24123,28947,35096,42835,60632,51985,31068,29035,25522,17426,21,1,0,0
202205,4호선,길음,2,2462,7778,14501,35776,27527,23760,24793,25385,29013,30110,31195,41005,53257,78287,65315,39165,36821,36982,23657,60,0,0,0
202205,4호선,남태령,0,109,1402,3703,5346,2026,1315,1322,1348,1373,1418,1610,1753,1912,2050,1643,1610,1310,901,506,46,0,0,0
202205,4호선,노원,5,544,7700,14705,32386,31341,24498,25111,29139,32040,32019,36357,42299,58899,84883,68987,40357,34908,30437,22822,4197,0,0,0
202205,4호선,당고개,0,56,5167,6392,11481,11442,11084,10115,10479,11140,11461,13683,16389,19755,26928,24812,17046,14922,14754,11717,1258,0,0,0
202205,4호선,동대문,15,2602,16278,38817,76318,67766,59304,54891,45866,43180,40445,34471,26018,19143,15188,15346,11019,6943,4875,5593,246,1,0,0
202205,4호선,동대문역사문화공원(DDP),1,1513,13394,26383,65607,37144,26559,25935,24149,24409,22695,20000,17788,18449,19482,20909,12175,9333,7159,6529,644,0,0,0
202205,4호선,동작(현충원),0,270,2056,3415,6537,4945,4238,3540,3057,3757,3893,3596,3554,3954,5323,3399,2235,1423,1107,1290,433,1,0,0
202205,4호선,명동,1,968,18740,45968,114898,72349,43482,44060,50732,43414,35955,36463,30388,33574,30024,18357,10475,8322,6379,4216,415,0,0,0
202205,4호선,미아(서울사이버대학),6,1512,5897,18267,33630,19004,16299,18176,16714,18915,20875,25097,28447,34876,47024,39832,24675,22431,20156,14004,107,1,0,0
202205,4호선,미아사거리,2,2406,8723,20101,33835,33632,28675,29576,33255,35595,39369,48401,57833,71568,102564,83668,48812,45134,39571,25613,49,0,0,0
202205,4호선,사당,63,1629,18702,25382,37020,30447,25465,30618,31838,29728,29359,34489,45071,63509,96104,61802,35904,34188,33762,25675,3974,7,0,0
202205,4호선,삼각지,0,496,6997,11645,18823,11440,8842,9705,10298,10248,8793,9160,10365,13769,19808,12371,7015,5713,5494,4448,721,0,0,0
202205,4호선,상계,2,220,8190,19750,21744,19484,18014,18353,21790,22040,23490,28159,34025,45181,63326,61778,37737,33205,31442,23366,546,0,0,0
202205,4호선,서울역,9,825,16225,37683,82183,48941,25376,23410,28528,28342,27274,29677,31165,36987,38669,28153,20805,18474,16467,8952,2616,1,0,0
202205,4호선,성신여대입구(돈암),7,1749,7509,17310,40105,27414,24665,29116,28585,30547,33450,33138,39227,51885,70330,54432,34221,31208,29302,21304,52,0,0,0
202205,4호선,수유(강북구청),5,3209,12341,22177,56650,41246,33498,33582,35970,41015,44957,51778,69089,86704,127283,115444,69781,63296,56890,40724,882,0,0,0
202205,4호선,숙대입구(갈월),1,741,7464,23727,52592,31430,22670,20302,20224,20521,20439,19095,22741,29715,38071,24132,15825,13731,13497,8172,9,1,0,0
202205,4호선,신용산,0,1011,11884,34326,90680,67436,30261,25370,26811,27279,25645,25411,27347,32012,39529,24143,13472,10591,8386,4587,4,1,0,0
202205,4호선,쌍문,15,1134,9285,15760,27745,20719,20154,21956,26148,29024,31732,41597,52858,70163,103985,101316,61724,55155,52613,35248,1749,0,0,0
202205,4호선,이촌(국립중앙박물관),3,767,7403,14368,30873,25936,21912,19959,20370,23092,21347,20149,18479,17742,22294,14892,9290,8125,7821,4733,9,0,0,0
202205,4호선,창동,31,3073,13878,19847,39327,32229,30132,29481,35036,41339,45036,49876,56008,67993,94101,82172,49065,43814,40418,26743,5723,0,0,0
202205,4호선,총신대입구(이수),0,1032,9415,18393,45586,31677,25317,25831,29062,30717,31395,37256,44462,56061,80580,50804,29239,26267,23293,15555,523,0,0,0
202205,4호선,충무로,3,3467,22846,55275,171743,100424,58172,46086,43088,42572,36412,31849,32012,38057,42296,24032,13695,12675,11242,9197,764,3,1,0
202205,4호선,한성대입구(삼선교),4,980,6911,18500,31865,27306,23721,23453,22622,23159,22291,22586,26020,32045,37953,30854,19789,18212,17583,13647,8017,1,0,0
202205,4호선,혜화,2,2564,24148,52889,122804,89751,65898,64396,72216,88743,78343,62496,61184,72132,81216,57789,23353,20343,16653,12726,758,0,0,0
202205,4호선,회현(남대문시장),1,703,21674,53633,130773,95711,84721,77267,62850,53910,48673,39690,28409,21797,18748,10185,5707,5862,4351,2845,515,0,0,0
202205,5호선,강동,0,1488,12036,29447,51643,26575,19485,17339,19359,24789,23134,24752,28282,35823,53016,41192,27320,26058,25171,17508,3250,0,0,0
202205,5호선,강일,0,665,2953,4549,7075,2994,2500,3216,4062,4247,5066,6861,7683,10173,14032,12736,9699,7642,8026,5929,0,0,0,0
202205,5호선,개롱,0,1026,3460,8073,16295,8455,6000,6201,7253,8732,8303,9585,14438,15082,20940,20227,10503,10382,10018,6585,195,0,0,0
202205,5호선,개화산,0,617,3813,6372,14502,6845,5513,5483,6504,6409,6546,7686,8994,10921,16962,15083,9469,8445,8276,5410,1123,0,0,0
202205,5호선,거여,0,796,5107,9914,18586,10105,7204,7935,9403,11884,10536,13535,20521,24803,35458,34015,16192,18752,15746,10490,747,0,0,0
202205,5호선,고덕,2,1493,6281,17197,17945,12192,11974,9968,11894,15724,14527,14538,16779,21384,29254,26761,13521,12905,13176,7235,2412,0,0,0
202205,5호선,공덕,0,915,7107,30014,80913,38685,16794,14916,14187,15473,13702,14921,17640,26677,46559,22986,13490,12442,11923,7873,645,0,0,0
202205,5호선,광나루(장신대),0,1830,8297,16692,35331,22795,20363,16024,18256,17483,17899,18604,23710,28166,40320,28462,18742,17125,17615,10961,634,0,0,0
202205,5호선,광화문(세종문화회관),0,831,27494,76603,259666,115253,55653,50333,43566,45346,39512,31410,30355,36735,44537,20687,9536,7613,5897,3775,192,0,0,0
202205,5호선,군자(능동),0,805,5875,8576,25396,17512,11786,11585,13475,15262,14719,17694,21433,32963,52690,34932,21705,18891,19304,14502,5359,0,0,0
202205,5호선,굽은다리(강동구민회관앞),0,670,2990,6490,15017,10802,8730,9654,10230,12597,12559,13777,19192,24663,34571,28773,16241,17584,14900,8673,1746,0,0,0
202205,5호선,길동,0,904,4374,7656,18208,13478,9816,9927,11320,11684,12889,13290,18118,19325,26648,21377,12389,10496,9740,6016,1317,0,0,0
202205,5호선,김포공항,0,2046,9732,15352,20931,13502,14528,17182,17635,19095,18121,17541,18167,18334,17412,10467,5085,2605,1805,1300,192,0,0,0
202205,5호선,까치산,0,1574,9642,11812,20677,18364,18672,20972,24674,27910,31736,43762,54096,71786,124645,100384,63625,60346,53426,35954,2794,0,0,0
202205,5호선,답십리,0,1195,7697,14450,36415,17910,13175,13523,16138,17659,16897,19831,24387,33249,54514,39198,22985,22119,21117,13792,894,0,0,0
202205,5호선,동대문역사문화공원(DDP),0,296,2937,9682,29854,11156,3572,3118,2874,2909,2740,2551,2574,2750,3186,1859,1336,1267,1110,733,97,0,0,0
202205,5호선,둔촌동,0,517,4911,10306,19674,11523,9997,9487,10851,11348,11935,13705,15910,21327,28308,21354,11821,10177,9661,6394,0,0,0,0
202205,5호선,마곡,0,1932,6146,14178,50255,31230,13959,11224,11837,12680,12261,12249,14501,17366,25216,20176,11378,9553,10251,5908,727,0,1,0
202205,5호선,마장,0,600,4339,7051,17093,10899,7301,6810,6874,7802,6338,7914,8805,11936,16633,11328,7394,6932,6456,4528,95,0,0,0
202205,5호선,마천,0,336,3372,4927,10495,7614,7069,6260,6792,8102,8079,10858,13679,18795,25582,23925,12998,12982,13117,8096,1246,0,0,0
202205,5호선,마포,0,1399,12635,21574,73343,34231,16308,16597,14882,16200,14520,15076,20040,28239,43237,25374,13686,13239,11379,7842,549,0,0,0
202205,5호선,명일,0,1183,3840,7739,14124,9990,10330,9187,9351,12716,11596,13824,17421,23415,35587,29499,14525,15890,13149,8619,1823,0,0,0
202205,5호선,목동,0,1311,6178,15921,27417,20236,15930,14046,17614,20069,22170,24722,33775,44285,80157,55409,31965,31329,27393,18428,495,0,0,0
202205,5호선,미사,0,868,7416,12161,24179,20258,15214,16386,19416,18821,20345,23291,29904,37841,57568,64260,39652,26620,26131,19092,7,0,0,0
202205,5호선,발산,0,2555,12865,37319,112473,59863,29333,29515,28045,31151,26766,27578,29707,36513,52030,38949,20043,16017,14454,8848,1191,0,0,0
202205,5호선,방이,0,901,4089,8405,26032,12685,8614,7622,9990,9174,9536,11662,14166,18684,21590,17043,10062,7464,7845,5327,1,0,0,0
202205,5호선,방화,0,8,3580,6078,13888,7364,6499,6730,7473,8162,9295,10001,12099,13674,21778,19561,11999,11426,10820,6989,1539,0,0,0
202205,5호선,상일동,0,1305,6305,12060,16881,10180,9091,9580,12508,14409,15839,19842,22318,34444,54984,55420,27546,23269,23751,17862,7566,1,1,0
202205,5호선,서대문,0,1126,14156,69381,166039,47687,22287,20857,19230,22804,19552,14628,16145,19492,25204,15329,10432,10480,9077,6171,666,0,0,0
202205,5호선,송정,1,1235,4642,7825,12498,7908,7172,7173,8195,7982,8598,9599,12039,13690,20209,16113,10628,10327,9312,6304,588,0,0,0
202205,5호선,신금호,0,518,2776,9377,13899,7641,5936,6025,7236,8415,8691,10687,13117,16493,25745,17536,11537,10122,9805,6724,537,0,0,0
202205,5호선,신길,0,478,2331,4785,14794,6170,2794,2998,3574,3941,3760,4266,5514,9334,17329,10677,7929,8107,8304,5875,89,0,0,0
202205,5호선,신정(은행정),0,869,3777,8488,14525,9032,7321,7979,9269,11083,12480,17105,22170,29102,48479,36592,23727,22966,22107,15487,359,0,0,0
202205,5호선,아차산(어린이대공원후문),0,1638,6403,17188,35716,26611,24624,23626,22294,21854,21357,24816,28604,35639,53352,38851,24393,20786,19501,12123,677,0,0,0
202205,5호선,애오개,2,457,4369,9670,26897,12591,6878,6058,6869,7928,7961,8527,8969,12803,20895,12666,8594,7706,7700,5067,3460,0,0,0
202205,5호선,양평,0,831,3036,9222,37408,13067,5950,5167,6167,6406,6221,7106,8543,12314,22576,16486,9710,9420,9803,6150,234,0,0,0
202205,5호선,여의나루,0,1574,12703,40575,71590,31228,24429,27573,32566,38985,42516,44915,43882,46939,48770,29798,16249,9687,6062,3656,244,0,0,0
202205,5호선,여의도,0,3095,24262,139973,228760,81201,32358,31956,30935,33155,26427,25610,24824,31434,40851,18797,10237,8491,8175,8179,920,0,0,0
202205,5호선,영등포구청,0,711,2714,6025,23831,9883,4859,4094,4034,4365,4567,4522,4920,6507,11288,5702,3672,3875,3464,2422,12,0,0,0
202205,5호선,영등포시장,0,944,5154,13827,38676,24142,16317,15431,16488,20457,16725,14311,14711,17976,31025,18217,11799,11672,10910,7589,8,0,0,0
202205,5호선,오금,0,254,2690,9496,22318,6953,3923,3476,4184,4347,3966,4272,5562,5935,8127,6604,4182,3571,3734,3086,37,0,0,0
202205,5호선,오목교(목동운동장앞),1,1811,9281,28592,69091,52150,30191,29344,31584,34214,32926,34297,42360,52736,78396,50519,27360,25915,24079,15374,458,0,0,0
202205,5호선,올림픽공원(한국체대),0,995,4465,7450,11667,7653,7119,6910,7946,7619,7709,8187,7653,8829,9800,8378,5316,4331,4538,3632,0,0,0,0
202205,5호선,왕십리(성동구청),1,530,2964,6640,19126,9577,7219,6971,8114,8768,8549,8644,9743,12040,17638,9954,6136,5414,4647,3544,3577,0,0,0
202205,5호선,우장산,0,702,4910,17655,24515,15698,12433,13006,15379,18112,20568,22549,28922,33978,53747,42836,25792,24495,23987,15471,1143,0,0,0
202205,5호선,을지로4가,0,523,6640,17900,44256,18679,11213,11150,10195,9120,8241,6821,6629,6538,7092,3645,1896,1567,1057,978,61,0,0,0
202205,5호선,장한평,0,1227,13278,22979,64956,27873,18560,17303,18126,18569,18297,20623,26599,37105,62876,44063,26730,23799,23400,14207,1205,0,0,0
202205,5호선,종로3가,1,556,5970,16011,41747,33852,28869,33224,32542,31050,27411,25071,25954,30234,36677,20120,10214,6971,5224,3996,426,0,0,0
202205,5호선,천호(풍납토성),0,1677,13744,19368,41661,35269,28521,28390,30539,32287,32062,35142,36941,46615,57723,42487,24664,21511,18591,11953,1675,0,0,0
202205,5호선,청구,1,237,2274,4101,14951,7094,4145,3607,4232,4379,4411,5021,5875,7349,10330,7171,4683,4596,4828,3513,246,0,0,0
202205,5호선,충정로(경기대입구),0,292,1842,9570,33600,13528,4795,4541,3675,4676,4774,3938,4140,5827,8929,5824,4202,4380,4038,2939,357,0,0,0
202205,5호선,하남검단산,1,18,3148,5257,12387,11255,9590,9292,9518,9046,9678,10266,11015,12728,16895,15428,10115,8006,8377,5512,1756,0,0,0
